,category,value,ques,ans
2373,rhyme bot,$200,turkey is the lead produc of thi peachi fruit,apricot
2374,fatherli nicknam,$200,thi 18th centuri american wa the father of the mail order catalog the father of the stove,franklin
2375,fill the bil,$1000,a high amount of thi bile pigment can produc jaundic,bilirubin
2376,start with two vowel,$200,proverbi amount of prevent that 's need,ounc
2377,what posse them ?,$200,twenty peopl were execut after the suppos 17th c demon posse of girl in thi u s citi,salem
2378,fill in the toni win play titl,$200,"one thousand, nine hundred and eighty-three song trilog",torch
2379,plumb,$200,do thi to a pipe unlik do it to a needl involv special cut tool,thread
2380,movi term,$200,"now common in movi home theater the surround type of thi wa use way back in one thousand, nine hundred and forty-one 's fantasia",sound
2381,gemston,$1000,the finest qualiti of thi chine gem is not found in china but in the mogaung district in burma,jade
2382,first name,$1000,a a verb thi first name mean to send mail free of charg,frank
2383,potpourri,$1000,a g i joe introduc in two thousand is suppos to be one of these nativ american who were code talker in wwii,navajo
2384,herb spice,$200,in italian finnochio it 's a basic bottl in spice rack,fennel
2385,sound like a sneez,$1000,to avoid or shun a bumper sticker say to do it to obfusc,eschew
2386,you get an f,$200,thi verb can mean to fatten pillow or to mess up an actor 's line,fluff
2387,colleg team nicknam,$1000,thi univers of idaho nicknam is from an old german tribe whose name ha come to mean troublemak,vandal
2388,we are the wolv,$1000,the a href http www j archiv com medium two thousand and eleven three fourteen j twenty-nine jpg target blank abyssinian wolf a nativ to the highland of thi countri is also call the simian jackal,ethiopia
2389,inter mural,$1000,from the old english for twist thread to twist two or more fiber togeth to form a singl strand,intertwin
2390,adject of the young and the restless,$1000,a href http www j archiv com medium two thousand and eleven ten ten j thirty wmv i dear god you manipul everyon around you just like a marionett you are downright i a thi adject also the titl of a hit broadway music that featur munchkin fli monkey,wick
2391,the bodi human,$1000,produc mainli at night caus drowsi it wa the first hormon to be isol from the pineal gland,melatonin
2392,coffe talk,$1000,one type of thi salad plant is roast use a a coffe substitut particularli in louisiana,chicori
2393,the 4th,$1000,the 4th most popul countri in the world it follow china india the u s,indonesia
2394,encyclopedia brown,$200,popular with nutritionist the brown type of thi is intent left unmil,rice
2395,let' go onlin,$200,oh my god it 's a doubl rainbow video seen by more than nineteen three million peopl on thi site what doe thi mean ?,youtub
2396,get me a snack,$200,yum the chocol shopp ice cream co here in madison ha a black ice cream name for thi black candi,licoric
2397,african american,$200,pop star turn sitcom moesha star seen here,brandi
2398,botani,$1000,prize for it oil thi evergreen shrub of the american southwest is also known a the goat nut,jojoba
2399,on the money,$200,in two thousand and two thi neighbor 's currenc hit a low of sixty-one seventy-nine cent to the u s dollar,canada
2400,medicin,$200,the chine discov that thi practic use needl could work a an anesthet,acupunctur
2401,the nd,$200,style of jazz heard here,dixieland
2402,flight simul,$1000,sarah of the clue crew sit in a flight simul the simul ha a databas of mani differ airport that can be use for pilot train for each airport satellit imageri creat a href http www j archiv com medium two thousand and eleven five seventeen j thirty wmv thi a detail map whose name come from the greek for place write,topographi
2403,carrot,$200,in some part of the world carrot are roast ground use a a substitut for thi like chicori,coffe
2404,for me,$200,usual occur in child thi diseas is caus by a morbilliviru,measl
2405,littl peopl in lit,$200,"part i of a one thousand, seven hundred and twenty-six book is a voyag to thi place home to human creatur not six inch high",lilliput
2406,mssng vwl,$1000,a countri in africa thp,ethiopia
2407,literari crossword clue l,$200,titl for conrad 's jim four,lord
2408,sport net,$200,in tournament play the birdi use in thi sport must be made of duck or goo feather,badminton
2409,low tech,$1000,eleven letter word for embroideri on canva with uniform space of stitch in a pattern,needlepoint
2410,the devil,$200,in a goeth work thi titl charact is tempt by the devil mephistophel,faust
2411,state capit,$200,dole canneri squar is one of thi citi 's premier shop destin,honolulu
2412,the 4th,$200,the 4th gospel of the new testament,john
2413,jeopardi place the final episod,$200,a href http www j archiv com medium two thousand and one seven seventeen j two mp3 gilbert read with organ music a fbi agent malon arrest teri 's ex benni toss him into thi a nicknam for jail from the spanish for courtroom,hoosegow
2414,i need a snack,$1000,i 'll have two of chicken of the sea 's new peel eat cup cajun tuna skinless boneless pink thi,salmon
2415,on the go,$1000,"found by spanish immigr in one thousand, nine hundred and thirty-six the nation 's largest hispan food compani ha thi artist name",goya
2416,the adventur of huckleberri finn,$200,the titl adventur concern a young boy name huckleberri finn an escap slave of thi name,jim
2417,you'r a q t,$1000,an arc of ninety degre,quadrant
2418,q without u,$1000,"thi emir ha been run by the al thani famili sinc the mid one thousand, eight hundred",qatar
2419,anim in literatur,$200,squealer thi type of anim farm anim get so fat he can bare see,pig
2420,measur twice,$200,one gigawatt equal one zero of these,megawatt
2421,come soon histori,$1000,a href http www j archiv com medium two thousand and five two eleven j twelve mp3 in a world that cri out for a map project onli thi flemish cartograph would heed the call a,mercat
2422,holiday song,$200,oh thi thi thi i made it out of clay and when it 's dri and readi then thi i shall play,dreidel
2423,leftov,$200,the world 's largest glacier is on thi contin,antarctica
2424,safeti first,$200,the boat u s foundat ha a program at waterfront to lend these make sure they fit,lifejacket
2425,dan o mite,$1000,"american architect daniel burnham wa the director of work at the one thousand, eight hundred and ninety-three world 's fair in thi citi",chicago
2426,geometri,$200,a dodecahedron is a solid figur that ha thi mani face,twelve
2427,take a drive on i sixty-five,$200,well it wind from i n d to a l a end at thi citi that ha it own bay,mobil
2428,tablewar reimagin,$1000,what a guy with a typic joisey accent might call the man in charg of lead the sing in a synagogu,decant
2429,home furnish,$1000,by definit thi type of china cabinet ha a slightli project middl section,breakfront
2430,from rag s,$1000,"philosoph theori promot by william jame in the earli one thousand, nine hundred",pragmat
2431,colleg univers,$1000,among occup school nicknam are the brandei judg the whittier these,poet
2432,tiviti compani,$1000,"in one thousand, nine hundred and eighty-seven thi wa combin with a d d to creat a diagnosi that 's now appli to a mani a seven of u s schoolkid",hyperact
2433,og,$1000,the moon 's farthest point from the earth is refer to by thi term,apoge
2434,the canari,$1000,canari take their name from the canari island which belong to thi countri,spain
2435,fark com headlin,$200,thi rapper wed in atlanta famili of groom said to be furiou he wa onli suppos to show peopl to their seat,usher
2436,shark tank,$200,a href http www j archiv com medium two thousand and nine nine twenty-nine j sixteen jpg target blank i'm daymond john a you 'll be just anoth fish in the sea if you do n't understand the concept of thi also use by rancher like my compani fubu it burn your ident into your customers' mind,brand
2437,shakespear in love,$200,not that i love caesar le say brutu but that i love thi citi more,rome
2438,day of creation,$200,on the sixth day god creat beast cattl creep thing thi creatur with dominion over them,man
2439,tune in tunisia,$200,tunisia 's offici languag is arab with thi european tongu use wide a a second nation languag,french
2440,end with k,$200,if you lack good fortun you 're out of thi,luck
2441,greenland,$200,the closest countri to greenland is thi one a mere sixteen mile away,canada
2442,speak in tongu,$200,lassen sie mein schuhe putzen,german
2443,game,$200,each year million of peopl particip in thi indoor game use special shoe brunswick equip,bowl
2444,classic ad jingl,$1000,solut for a small planet,ibm
2445,mr potato head,$1000,"a href http www j archiv com medium two thousand and four six twenty-nine j thirty jpg target blank cheryl of the clue crew stand with a big shini statu of mr potato head in provid ri a a href http www j archiv com medium two thousand and four six twenty-nine j 30a jpg target blank mr potato head a wa introduc back in one thousand, nine hundred and fifty-two by thi toy compani that 's base here in rhode island",hasbro
2446,last name' the same,$200,jame earl tommi lee ricki lee,jone
2447,'80 fad,$1000,thi five letter word preced bopper or bobber in the name of novelti bob antenna that you wore on your head,deeli
2448,stupid answer,$200,the scientif name of thi andean anim is lama glama,llama
2449,top seller in the u s,$200,babi food thi brand that ha a natureselect 2nd food line,gerber
2450,do it yourself,$1000,thi prefix mean self preced didact in a word for a self taught person,auto
2451,koala time,$1000,the word koala come from the languag of the australian nativ mean anim that doe n't do thi,drink
2452,insect,$200,it 's said that in asia peopl learn how to make thi by watch wasp,paper
2453,the onion,$1000,last name of john d catherin t whose foundat goe on wild endow bing,macarthur
2454,the mama the papa,$1000,st ambros credit thi mother of constantin with find the true cross of jesu,helena
2455,19th centuri lithuania,$200,"even without a proclam from lincoln mani lithuanian serf were given thi around one thousand, eight hundred and sixty-one",emancip
2456,the point is,$200,a href http www j archiv com medium two thousand and eleven five two j twenty-six jpg target blank thi a a href http www j archiv com medium two thousand and eleven five two j 26a jpg target blank charact a who 's a well travel a anyon i know,waldo
2457,anthropologist,$200,hortens powdermak did fieldwork in thi california place wrote a book call it the dream factori,hollywood
2458,histori problem,$1000,if the 15th c war of the rose had been fought with real rose each side had forty-eight rose it total thi mani dozen,eight
2459,two letter word,$200,befor the grand juri bill clinton said it depend on your definit of thi word,is
2460,formula2,$1000,a href http www j archiv com medium two thousand and eleven four fourteen j thirty jpg target blank kelli of the clue crew show some structur formula on the monitor a alkan are organ compound that have carbon atom arrang in a row c sub two sub h sub six sub is ethan add one carbon two hydrogen to get c sub three sub h sub eight sub a href http www j archiv com medium two thousand and eleven four fourteen j 30a jpg target blank thi a backyard barbecu stapl,propan
2461,soup salad,$1000,the name of thi chunki seafood soup come from a french word for the cauldron in which fisherman made their stew,chowder
2462,radio wave,$200,thi romant advic show host by adam dr drew began on california 's kroq over fifteen year ago,lovelin
2463,mobisod,$1000,in the nine episod arc that start thi show vinni ken wahl infiltr a new jersey mob famili,wiseguy
2464,virginia,$200,"slaveri wa introduc into what would becom the u s in thi virginia settlement in one thousand, six hundred and nineteen",jamestown
2465,crown thi good,$1000,the heroic four hundred and eighty b c death of thi king of sparta at thermopyla made him famou c'mon one of you saw three hundred right ?,leonida
2466,explor,$1000,"on april seventeen one thousand, five hundred and twenty-four he becam the first european to sight new york harbor four hundred and forty year later a bridg name for him open there",verrazano
2467,ordin number plea,$200,nervou breakdown the roll stone suffer in the '60,nineteenth
2468,whatev,$1000,not iron but thi reddish brown element catalyz the format of hemoglobin in human,copper
2469,f ood,$1000,italian for flour it 's a flour that 's turn into a hot breakfast cereal,farina
2470,world currenc,$1000,"thi angolan currenc introduc in one thousand, nine hundred and seventy-seven wa name for a river not a late decemb holiday",kwanzaa
2471,real ghost ?,$200,glami castl in thi u k countri ha sever ghost includ an earl who gambl with the devil lost,scotland
2472,a nation divid,$200,"from one thousand, nine hundred and forty-five to one thousand, nine hundred and ninety it wa gesplit into osten westen",germani
2473,it' columbo,$200,date back two zero year the kelaniya raja mahavihara is colombo 's most promin templ of thi religion,buddhism
2474,a fungu among u,$1000,a lichen is a live partnership between a fungu one of these plant like organ such a seawe,alga
2475,contain,$1000,it 's what 's normal carri in a metal pail call a scuttl,coal
2476,babi you can make my car,$200,leav suburban sprawl be a trailblaz zip off to taho in one of thi compani 's vehicl,chevi
2477,alma mater,$1000,later a cabinet member franc perkin attend thi penn busi school,wharton
2478,also a vega casino,$1000,a market town of upper egypt built on the ruin of thebe,luxor
2479,amaz anim,$1000,found throughout north america the whistl type of thi ha the most feather of ani bird over twenty-five zero,swan
2480,spell check hell,$1000,i want to call my girl dollpuss not thi suggest altern mean larg portion of sour cream,dollop
2481,subtract a letter,$1000,in sentiment to becom thi consciou or awar,sentient
2482,color plea,$1000,the bottommost color of a primari rainbow rememb the mnemon,violet
2483,congression district,$200,thi state 's 3rd district is a major shop district the mall of america is there,minnesota
2484,hello potpourri,$200,the carnegi one at 7th 55th in n y c or jerri 's famou one on ventura blvd in studio citi hello,deli
2485,ventur a,$200,him her him him her doe n't matter who,anyon
2486,brand name,$1000,it big bertha club have help drive up sale for thi golf equip maker,callaway
2487,pitch horribl horribl woo,$1000,inde i should 've told you i had thi kiss diseas whose incub period is thirty forty day hey where ya goi,mononucleosi
2488,tripl the fun,$1000,the tripl bottom line concept urg compani to be success care green profit peopl thi p,planet
2489,the new york time journalist,$200,a michel higgin is the practic thi she 'll tell you how to cut the high cost of fli to africa,travel
2490,potpourri,$1000,barri manilow wa born in brooklyn michael dukaki wa born in thi massachusett town,brooklin
2491,y ? becaus we like you,$1000,sana is the capit of thi middl eastern countri,yemen
2492,gener food portion,$1000,"in one thousand, nine hundred and ninety-three chef from glasgow 's hilton other use eighty ox stomach to make the largest thi on record six hundred and sixty-eight lb och aye",haggi
2493,the u s constitut,$1000,the constitut is in jacob shallus' handwrit but thi gouverneur compos the final draft,morri
2494,doubl mean,$1000,just becaus you my cafe doe n't give you the right to me with your haughti tone,patron
2495,an octob first fest,$200,"one thousand, nine hundred and eighty-eight in a major reorgan of the soviet hierarchi thi man becom head of the u s s r",gorbachev
2496,the talk of the town,$1000,"name for the pm who sponsor them these one thousand, seven hundred and sixty-seven act levi unpopular tax on the american coloni",townshend
2497,ex odu,$1000,the unfortun condit of some anim speci or the fortun condit of some volcano,extinct
2498,man d,$200,he gave up a career a a militari engin to write novel like the brother karamazov,dostoyevski
2499,at the buffet,$200,the buffet boast thi ham the true prosciutto from an italian provinc that 's also famou for a certain chees,parma
2500,around the world,$200,nyandet whose name is guarani for spider web is a type of thi delic open work fabric made in paraguay,lace
2501,shark,$200,the smallest of the nine speci of thi shark actual look more like a shovel up front,hammerhead
2502,old king coal,$1000,"in the one thousand, three hundred the southwest indian tribe name for these dwell use coal in potteri make",pueblo
2503,bit piec,$200,a pair of these may be a frame with a front two templ piec nosepad of cours lens,eyeglass
2504,music,$200,one common type of thi russian lute usual ha it three string tune to e e a abov middl c,balalaika
2505,your colleg i d,$1000,massachusett cluster of feather or hair,tuft
2506,d brief,$200,snow white 's onli beardless dwarf,dopey
2507,u s citi,$200,solomon juneau wa the first mayor of thi largest wisconsin citi,milwauke
2508,nyc music histori,$200,"the who perform thi work at the metropolitan opera hous in lincoln center in one thousand, nine hundred and seventy",tommi
2509,offici state thing,$1000,arizona 's state flower is the blossom of thi giant cactu,saguaro
2510,literari titl occup,$1000,conjur up imag of 19th centuri poland isaac bashevi singer wrote of thi titl guy of lublin,magician
2511,christma custom,$200,from the french for crib it 's a tableau of the nativ,crech
2512,hous stand committe,$1000,c w bill young ha a tendenc to pas out money a chairman of thi committe,appropri
2513,alway say never,$200,there 's an old express that say these never prosper rememb that,cheater
2514,mexican food drink,$1000,a href http www j archiv com medium two thousand and four seven seven j fifteen jpg target blank sarah of the clue crew ha second at yucatan peninsula mexico a one of my favorit mexican dish is a href http www j archiv com medium two thousand and four seven seven j fifteen jpg target blank thi a one raw seafood marin in lime juic garnish with onion tomato,cevich
2515,nose week,$200,the name of thi larg land creatur is from the greek for nose horn,rhinocero
2516,girl scout badg,$200,some old badg have new name thi scienc is now rock rock,geolog
2517,cu word,$200,parent live togeth have the joint type of thi may continu to have it after a divorc,custodi
2518,collect,$200,collector of these may special in topic or first day cover,stamp
2519,mythellan,$1000,ride thi wing hors made it possibl for bellerophon to approach kill the chimera,pegasu
2520,b in geographi,$200,one of the newer larg citi in the world it 's locat in the central plateau of brazil,brasilia
2521,four letter band,$1000,the music mamma mia featur the music of thi '70 pop powerhous,abba
2522,the old testament,$200,while encyclopedia americana say thi old testament book should be read a a parabl we say it s a big fish stori,jonah
2523,name the olymp sport,$200,short ten or twelve ounc glove protect headgear,box
2524,time' top ten everyth of two thousand and eight,$200,no seven in food trend meat from thi anim kid is the tenderest,goat
2525,what' in a name ?,$200,italian ladi for ritchi valen or dion,donna
2526,dude you'r a song,$1000,in a pearl jam tune thi boy spoke in class today,jeremi
2527,aw shuck,$200,the cri of a crow,caw
2528,rhyme with four,$1000,pakistan 's second most popul citi,lahor
2529,sport evolut,$1000,the 18th centuri broughton rule were intend to lessen the brutal of thi sport,box
2530,member nation of opec,$1000,in march two thousand and eleven world oil price rose due to fight in thi opec member 's oil citi like ra lanuf,libya
2531,museum by citi,$1000,edvard munch museum ski museum,oslo
2532,french art artist,$1000,"jacqu loui david 's one thousand, seven hundred and eighty-seven paint the death of thi athenian show him be offer a cup of hemlock",socrat
2533,anniversari,$1000,"in novemb one thousand, nine hundred and ninety-eight west germani 's parliament commemor the 50th anniversari of thi notori night",kristallnacht
2534,vacat fun,$200,watch out for sewer rat insid the sewer adventur at the aquarium water museum in thi swedish capit,stockholm
2535,hook line sinker,$1000,in job the question is ask canst you draw out thi sea monster with an hook ?,leviathan
2536,instrument of chang,$1000,pear shape ? abso lute ly nil nomad,mandolin
2537,legendari legend,$1000,"a modern urban legend say the us eldridg disappear in thi citi 's navi yard in a one thousand, nine hundred and forty-three experi",philadelphia
2538,languag,$200,spanish is close relat to thi languag spoken wide in lisbon,portugues
2539,medic t time,$1000,swell of the ankl may be an indic of dvt or deep vein thi,thrombosi
2540,realli bad date,$200,"on sept thirty one thousand, nine hundred and ninety-three a six four earthquak rock villag in the maharashtra state in thi countri kill thousand",india
2541,histor woman,$200,"she met napoleon after her husband alexandr de beauharnai wa guillotin in one thousand, seven hundred and ninety-four",josephin
2542,the holi c,$1000,thi grandson of noah share hi name with the promis land,canaan
2543,roman,$200,roman command postumu revolt around two hundred and fifty-seven a d set up an independ empir in thi area that 's now franc,gaul
2544,"one thousand, nine hundred and thirty aviat",$200,the mitsubishi flown from japan for georg vi 's coron wa name thi japanes for divin wind,kamikaz
2545,world geographi,$200,with a popul of more than one hundred and ninety million uttar pradesh is thi countri 's largest state,india
2546,assum the posit,$1000,phil rizzuto fred chicken stanley derek jeter,shortstop
2547,q me,$1000,befor oil wa discov there thi countri 's main incom came from pearl dive fish camel breed,qatar
2548,chine invent,$200,way befor use it at sea the chine had thi devic with a float magnet needl,compass
2549,a b c d then f,$1000,a european car maker or an authorit decre,fiat
2550,search light,$1000,the photon a light particl ha momentum energi but no electr charg or a href http www j archiv com medium two thousand and four ten twenty-five j twenty-seven jpg target blank thi a,mass
2551,the telegram,$1000,the t in the name of thi old soviet news agenc stood for telegrafnoy,ta
2552,the environ,$200,"thi color controversi activist environment group wa form in canada in one thousand, nine hundred and seventy-one",greenpeac
2553,spici name,$200,"in one thousand, nine hundred and sixty-eight film she had a devil of a time have the devil 's babi",rosemari
2554,busi industri,$200,"in one thousand, nine hundred and eighty-six thi compani wa forc out of the instant camera market have violat seven polaroid patent",kodak
2555,biolog,$1000,in cell divis mitosi split the nucleu cytokinesi split thi liquid cushion the nucleu,cytoplasm
2556,thou art da man,$200,they brought thi old testament man and cast him into the den of lion,daniel
2557,in other word,$200,a popular '90 sitcom jerri,seinfeld
2558,american histori,$200,"term for the woman of the one thousand, nine hundred and twenty who wore bob hair short dress long string of bead",flapper
2559,best sell u s newspap,$1000,the onli newspap not in the continent u s to make the top one hundred is thi citi 's advertis at no seventy-nine,honolulu
2560,intern date line,$1000,"june ten one thousand, eight hundred and sixty-four thi archduk is crown emperor of mexico",maximilian
2561,cut dri,$200,billabong an aussi compani make thi out of emu ostrich kangaroo meat a well a regular beef,jerki
2562,anim life,$1000,the dust type of thi arachnid live in home where it feed on dust produc by anim human skin,mite
2563,garden,$200,tender perenni are so call becaus they are kill by thi a sign the weather 's get chilli,frost
2564,fiction book,$200,thi charact on seinfeld thought of a coffe tabl book about coffe tabl that turn into a coffe tabl,kramer
2565,island countri,$200,"in one thousand, nine hundred and ninety-eight pope john paul ii conclud hi visit to thi countri with a mass at the plaza de la revolucion",cuba
2566,quotabl movi,$1000,"one thousand, nine hundred and eighty-nine where doe he get those wonder toy ?",batman
2567,let' take a bath,$1000,"the earliest known surviv bathtub date back to one thousand, seven hundred b c wa use in the palac of knosso on thi island",crete
2568,non memor movi quot,$1000,"one thousand, nine hundred and eighty-four f murray abraham hmmm ?",amadeu
2569,the new york time health,$200,the n y time said of the benefit of do thi befor or after exercis the answer is elast warm up might be better,stretch
2570,defend the u s,$1000,a href http www j archiv com medium two thousand and seven one eighteen j twenty-seven jpg target blank jon report from northcom 's offic a northcom doe n't defend just against militari threat in two thousand and five presid bush wa here to watch the monitor of thi hurrican on katrina 's heel,rita
2571,histori of drink,$200,date from the 14th centuri the name of thi liquor come from the russian word for water,vodka
2572,my kind of town,$1000,in two thousand and six dick clark 's american bandstand theater open in thi entertain capit in missouri,branson
2573,hors sen,$1000,"we 'll issu you one if you can name thi hors who in one thousand, nine hundred and fifty-one becam the first million dollar earner",citat
2574,thirty-five year of smithsonian magazin,$200,"these quill critter their relationship to human poke their way into the may one thousand, nine hundred and ninety-two issu",porcupin
2575,o noun,$200,a competitor like the two other contest,oppon
2576,the world of polit,$200,hamid karzai becam the first elect presid of thi central asian countri in two thousand and four,afghanistan
2577,mammal,$200,here come thi common speci of rabbit name for the fluffi white fur found at one end,cottontail
2578,mother' day,$1000,in mytholog her daughter persephon wa carri off by hade,demet
2579,airport code,$1000,jorg chavez intern airport ha the three letter code lim is in thi countri,peru
2580,dr phil shakespearean counselor,$200,so your uncl kill dad marri mom i say stop brood get off your duff kill your uncl,hamlet
2581,a littl legales,$1000,libel slander are both form of thi ten letter term often found befor of charact,defam
2582,thi categori stink,$200,proverbi thi pungent bulb make a man wink drink stink,garlic
2583,the teen,$200,sound unlucki but there were thi mani book in lemoni snicket 's seri of unfortun event,thirteen
2584,religi matter,$200,muslim are requir to pray five time a day while face thi holi citi,mecca
2585,st augustin,$200,"st augustin florida boast a farm found in one thousand, eight hundred and ninety-three for these reptil with more than twenty relat speci",allig
2586,a date with densiti,$1000,hdl consid a good form of cholesterol are short for high densiti these,lipoprotein
2587,the first person,$200,the beauti femal seen a href http www j archiv com medium two thousand and one six seven j seven jpg target blank here a refer to herself with thi french pronoun,moi
2588,biblic quot,$1000,when the virgin mari arriv john the baptist leap in thi woman 's womb,elizabeth
2589,miss vowel,$1000,one of the element dn,iodin
2590,a number le than ten,$1000,nation in the iroquoi confederaci after the tuscarora tribe join,six
2591,the planet,$1000,of the four giant planet it 's the farthest from the sun,neptun
2592,ask y,$200,in the u s thi street sign is in the form of an equilater triangl,yield
2593,five squar meal,$1000,thi squar passov food is consid the bread of afflict a well a the bread of redempt,matzo
2594,also an airlin,$1000,in harmoni a an effort,unit
2595,it' all about money,$200,feder reserv note carri the phrase thi note is legal tender for all these public and privat,debt
2596,ock du lieber,$1000,a mytholog serpent that hatch from an egg,cockatric
2597,the korean war,$200,dure the war the standard one of these for armi use wa the m one,rifl
2598,the human bodi,$1000,cumin is a spice thi blood plasma protein that rhyme with it carri nutrient to bodi tissu,albumen
2599,song of the '60,$200,"in one thousand, nine hundred and sixty-seven ed ame said hi cup runneth over with thi not red red wine",love
2600,ju tifi,$1000,the constitut includ ju solo mean citizenship is determin by thi not everyon 's happi about that,birth
2601,world theatr,$200,conor mcpherson 's haunt play the weir is set in a pub in thi countri,ireland
2602,monosyl,$200,under calmer circumst thi interject is a word for the male human be,man
2603,tv titl place,$1000,jason lee a an elvi imperson cop beat,memphi
2604,ancient time,$1000,the epigoni were the son of the seven against thi citi who later succeed where their dad had fail,thebe
2605,espa ol,$200,in spanish oro is gold plata is thi metal,silver
2606,real estat,$200,term for buy the right to use vacat properti for a certain period each year,timeshar
2607,when you grow up,$200,you can climb the ladder of success work with pump hydrant in thi excit job,firefight
2608,w ordplay,$200,it wa the breakthrough word that helen keller first heard,water
2609,hallmark holiday,$1000,"in one thousand, nine hundred and thirty-nine thi publish editor politician gave citizenship day promin through hi newspap",hearst
2610,a mann call horac,$1000,"in one thousand, eight hundred and forty-eight mann again don thi polit parti in win a second term in congress",whig
2611,that went to no one ?,$200,"jeff probst know thi group hit the top spot in one thousand, nine hundred and eighty-two with eye of the tiger",survivor
2612,volcano,$1000,"paricutin volcano in thi countri began in a farmer 's field in one thousand, nine hundred and forty-three within six day it had a cinder cone five hundred foot high",mexico
2613,a color categori,$1000,sarah of the clue crew pair with color that produc white or gray when combin are call thi,complementari
2614,smack dab in the middl,$200,in kent counti eleven mile south of dover,delawar
2615,the internet,$200,zone name includ com gov net thi one found after www stanford www hofstra,edu
2616,polit lingo origin,$1000,"an indian villag in the one thousand, seven hundred had thi so the leader could stand abov the peopl be heard now it mean to campaign",stump
2617,a varieti of word,$1000,adject mean feel great anger,irat
2618,letter perfect,$1000,"feng shui expert do n't care for room shape like thi letter like the one featur in a one thousand, nine hundred and sixty-two lesli caron movi",l
2619,thi must be belgian,$1000,thi hero creat by the belgian artist herg ha adventur with hi dog snowi at hi side,tintin
2620,birthston,$1000,a plant with bumpi dark green leav is call thi may birthston rippl,emerald
2621,gone fission,$200,"in one thousand, nine hundred and thirty-eight two german bombard thi element no ninety-two with neutron but did n't realiz they 'd induc a fission reaction",uranium
2622,softwar,$1000,it 's hard be an angel when play the pc version of thi first person shooter dub combat evolv,halo
2623,coat of arm,$1000,it nation coat of arm featur montevideo hill with a fortress on top symbol strength,uruguay
2624,travel,$1000,you can buy sampl of thi fossil resin at a museum devot to it in puerto plata dominican republ,amber
2625,ain drop,$1000,it wa known to the ancient a dilmun the al khalifa dynasti rule it today,bahrain
2626,food chain,$1000,featur the famou bloomin' onion thi restaur also offer a joey menu for kid,outback
2627,german river,$1000,the three hundred and thirty-nine mile mosel river form part of the boundari between germani thi duchi,luxembourg
2628,reign drop,$200,"the reign in spain for thi queen wa from one thousand, four hundred and seventy-four to one thousand, five hundred and four",isabella
2629,september' here alreadi,$1000,rememb the 25th is mozambiqu 's arm forc day commemor the fight against thi coloni power,portug
2630,hidden countri,$200,i go to the spa in the nude,spain
2631,four letter verb,$200,tv game show host martindal,wink
2632,thi or that,$1000,mr baggin of the hobbit or an archaic term for a fine temper sword,bilbo
2633,dem' bug,$200,among bee worker do all the work while their sole function is to mate with the queen,drone
2634,bestsel,$1000,azar nafisi s memoir in book is call read thi nabokov classic in tehran,lolita
2635,endless sumer,$1000,the sumerian kingdom end when thi enemi king famou for hi code conquer the citi of larsa,hammurabi
2636,a realli big categori,$200,"in one thousand, nine hundred and thirty-four a giant clam had yield one of these gem with a diamet of five one two inch weigh over fourteen pound",pearl
2637,dd tea,$1000,"in one thousand, eight hundred and seventy-four thoma hardi took reader far from thi two syllabl crowd",mad
2638,that' my weapon,$200,henri not yanci invent thi pistol it wa imit who ad an extra r to the name,derring
2639,between world war,$200,the alli had a fix incom after wwi ask one hundred and thirty-two billion mark in these german compens payment,repar
2640,game,$200,of bocci bagatel baccarat the one that doe n't use ball,baccarat
2641,"one thousand, nine hundred and eighty rock",$1000,"thi aussi group brought a new sensat to radio in one thousand, nine hundred and eighty-eight",inx
2642,univers,$1000,thi type of energi a main constitu of the univers is understood even le than thi type of matter,dark
2643,three letter the better,$1000,it 's the spanish direct you 're head if you 're go from juarez to guadalajara,sur
2644,rupert murdoch owner of a lot of stuff,$1000,we wonder if rupe discontinu hi facebook account when he bought thi social network site for five hundred and eighty million in two thousand and five,myspac
2645,in the fire,$200,"sinc one thousand, nine hundred and thirty-two thi brand ha provid reliabl flame for soldier camper other",zippo
2646,best seller,$200,"in one thousand, nine hundred and seventy-six publish weekli initi a best seller list for these",paperback
2647,new testament place,$1000,a href http www j archiv com medium two thousand and ten two five j thirty wmv jimmi of the clue crew report from israel a the church of the holi sepulchr is believ to be built over thi hill site of the crucifixion,golgotha
2648,also a dog command,$1000,sorri i duck out on your parti i feel like thi a contempt person,heel
2649,number,$200,number appear at thi number posit in the order of the book of the bibl,fourth
2650,ju ne,$200,a href http www j archiv com medium two thousand and two five twenty-one j three wmv sofia of the clue crew deliv the clue a you wanna go in for the kill ? go in for thi type of street perform,juggl
2651,seller,$200,harri bogen is the dressmak hero of the music i can get it for you thi way,wholesal
2652,hodgepodg,$200,encyclopedia britannica say thi basic shape of roof is use where the climat is arid,flat
2653,seer,$200,telemu the best of soothsay warn the cyclop about thi wander man,odysseu
2654,color,$1000,jewel know that a tourmalin of thi color is sometim call a brazilian sapphir,blue
2655,from rag s,$200,asuncion is it capit largest citi,paraguay
2656,the under world,$1000,it mean to weaken support for someth or to unearth too littl ore,undermin
2657,what' for lunch ?,$200,just for you a serv of thi layer italian dish seen a href http www j archiv com medium two thousand and ten seven seven j seven jpg target blank here a,lasagna
2658,the star,$1000,thi star whose name sound like a michael keaton charact becam the first whose surfac wa directli imag,betelgeus
2659,eat your veggi,$200,green oliv are tradit stuf with these red veggi,pimiento
